dump line| message    | work id  | digitised b numbers            | Sierra system b numbers
  600133 |            | ssbppxbf | b29783367                      | b29783367
  600152 |            | h4uxxyr9 | b28745218                      | b1266294x,b28745218
  600185 |            | thy6zdr2 | b22425603                      | b22425603
  600240 |            | yd9xakqm | b28876829                      | b28876829
  600281 |            | mvdyb5sp | b21302054                      | b21302054
  600319 |            | kfk8qf5m | b29174284                      | b29174284
  600361 |            | g33n8k8d | b30747144                      | b16466378,b30747144
  600392 |            | gxyn7j24 | b16757506                      | b16757506
  600424 |            | sugpvmjd | b28649345                      | b28649345
  600444 |            | yce5etg2 | b19783450                      | b19783450
  600486 |            | aw9a7gm7 | b30308975                      | b15217607,b30308975
  600534 |            | zb6q6ba4 | b31829478                      | b31829478
  600585 |            | nnnsurnh | b28840847                      | b28840847
  600625 |            | unzhu8hf | b21062961                      | b21062961
  600646 |            | edfkp5rj | b28780024                      | b14578669,b28780024
  600683 |            | qhw6xbvj | b30302377                      | b14648519,b30302377
  600707 |            | aw49ubj8 | b15430844                      | b15430844
  600736 |            | jn32qxmg | b30090532                      | b30090532
  600784 |            | guzk7bcr | b30258431                      | b30258431
  600817 |            | qyaac4aq | b29334676                      | b29334676
  600860 |            | gfuc7sut | b28886586                      | b28886586
  600889 |            | w3aaemgb | b30622281                      | b1518237x,b30622281
  600932 |            | ratpsqf7 | b29130967                      | b29130967
  600955 |            | cg56prva | b28105321                      | b12045068,b28105321
  600987 |            | v6y6fgs7 | b21521694                      | b21521694
  601019 |            | pg7t6fnt | b20412411                      | b12272498,b20412411
  601044 |            | w9sx3ur4 | b30599696                      | b15160786,b30599696
  601082 |            | bava5k4b | b22407212                      | b22407212
  601118 |            | nqytxkvs | b20399534                      | b10835180,b20399534
  601169 |            | c96gpwbe | b30591375                      | b15187445,b30591375
  601206 |            | e8vtrztg | b16750974                      | b16750974
  601240 |            | zcf5gabw | b21120031                      | b21120031
  601267 |            | mvnumm5s | b22283663                      | b22283663
  601302 |            | e2sf7kv5 | b21117858                      | b21117858
  601334 |            | pgvjge4g | b30771985                      | b15236663,b30771985
  601361 |            | db82u7qx | b3149268x                      | b3149268x
  601400 |            | aj6rw33e | b21299432                      | b21299432
  601452 |            | uneubyar | b29007070                      | b13447816,b29007070
  601479 |            | vkyme3rn | b30310805                      | b15222706,b30310805
  601505 |            | cuw9y9vp | b30788900                      | b15079442,b30788900
  601539 |            | pjt2d7pr | b29172822                      | b29172822
  601583 |            | mdkydjur | b11144956                      | b11144956
  601621 |            | tq46j4pk | b19822728                      | b19822728
  601659 |            | jcfkvp78 | b30079044                      | b30079044
  601701 |            | akmhk5be | b30759043                      | b16554590,b30759043
  601748 |            | ant56yfz | b30548329                      | b15067671,b30548329
  601793 |            | nhkc6k72 | b30422413                      | b30422413
  601817 |            | dqn27szk | b22378327                      | b22378327
  601855 |            | kps7m5er | b2807502x                      | b10672576,b2807502x
  601884 |            | dcfzhq4g | b28660018                      | b28660018
  601939 |            | a627dkgc | b30135825                      | b30135825
  601975 |            | kh39udrm | b22446084                      | b22446084
  602002 |            | wunegt2b | b1581466x                      | b1581466x
  602053 |            | kgpxb8eb | b30328652                      | b11139754,b30328652
  602079 |            | d5uthzm2 | b22462569                      | b22462569
  602101 |            | msnbgqdv | b28819184                      | b28819184
  602141 |            | hafnbdvz | b28742928                      | b10835234,b28742928
  602186 |            | ynr5cg3c | b21058659                      | b21058659
  602214 |            | na3dtk6z | b29909132                      | b29909132
  602233 |            | jysf2r4k | b24887559                      | b16779022,b24887559
  602265 |            | tp9vb8t3 | b29102625                      | b29102625
  602321 |            | gzpjfemk | b21002332                      | b21002332
  602369 |            | vhnnfyr3 | b22286962                      | b22286962
  602409 |            | eh8hyyuv | b19794496                      | b19794496
  602450 |            | xtwbk4bs | b28687267                      | b28687267
  602500 |            | gzqtemaa | b28743842                      | b11114149,b28743842
  602534 |            | ev7ppqkn | b28131654                      | b12997614,b28131654
  602573 |            | usj4ppqs | b30358206                      | b10775134,b30358206
  602615 |            | yqbk8eya | b24391281                      | b24391281
  602653 |            | n7ykwe3h | b29130876                      | b29130876
  602682 |            | qkmj7wa5 | b20458599                      | b20458599
  602728 |            | e34uy2zs | b2241275x                      | b2241275x
  602780 |            | hgfqke3z | b20386977                      | b10098720,b20386977
  602835 |            | vx73mdnc | b28765850                      | b11210035,b28765850
  602867 |            | vs7np2ku | b31410789                      | b31410789
  602918 |            | uebs8hu9 | b2867697x                      | b2867697x
  602943 |            | p3b72hma | b22270164                      | b22270164
  602983 |            | khu38qcz | b31413559                      | b31413559
